#curie_map:
#  icd10: https://icd.who.int/browse10/2019/en#/
#  mesh: https://meshb.nlm.nih.gov/record/ui?ui=
#  skos: http://www.w3.org/2004/02/skos/core#
#  semapv: https://w3id.org/semapv/vocab/
#mapping_set_id: https://github.com/gyorilab/mapnet/blob/main/scripts/gilda_icd10_mesh_classified/gilda_icd10_mesh_novel.sssom.tsv
#mapping_set_title: gilda_icd10_mesh_novel
#mapping_tool: gilda
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	subject_source_version	object_source_version	mapping_tool	mapping_tool_id	mapping_tool_version	mapping_date	confidence
icd10:A81.1	Subacute sclerosing panencephalitis	skos:exactMatch	mesh:D013344	Subacute Sclerosing Panencephalitis	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:A81.8	Other atypical virus infections of central nervous system	skos:exactMatch	mesh:D007729	Kuru	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	0.95
icd10:A84.8	Other tick-borne viral encephalitis	skos:exactMatch	mesh:D008146	Louping Ill	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	0.95
icd10:A96.2	Lassa fever	skos:exactMatch	mesh:D007835	Lassa Fever	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:A97	Dengue	skos:exactMatch	mesh:D003715	Dengue	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:A98.3	Marburg virus disease	skos:exactMatch	mesh:D008379	Marburg Virus Disease	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:B03	Smallpox	skos:exactMatch	mesh:D012899	Smallpox	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:B04	Monkeypox	skos:exactMatch	mesh:D045908	Mpox (monkeypox)	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:B08.0	Other orthopoxvirus infections	skos:exactMatch	mesh:D015605	Cowpox	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	0.95
icd10:B08.8	Other specified viral infections characterized by skin and mucous membrane lesions	skos:exactMatch	mesh:D005536	Foot-and-Mouth Disease	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	0.95
icd10:B22.0	HIV disease resulting in encephalopathy	skos:exactMatch	mesh:D015526	AIDS Dementia Complex	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	0.95
icd10:B27	Infectious mononucleosis	skos:exactMatch	mesh:D007244	Infectious Mononucleosis	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:B35-B49	Mycoses	skos:exactMatch	mesh:D009181	Mycoses	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:B35.0	Tinea barbae and tinea capitis	skos:exactMatch	mesh:C000656825	tinea barbae	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	0.95
icd10:B35.2	Tinea manuum	skos:exactMatch	mesh:C000656824	tinea manus	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:B36.1	Tinea nigra	skos:exactMatch	mesh:C000656904	tinea nigra	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:B48.3	Geotrichosis	skos:exactMatch	mesh:D005847	Geotrichosis	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:B48.5	Pneumocystosis	skos:exactMatch	mesh:D011020	Pneumonia, Pneumocystis	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:B48.8	Other specified mycoses	skos:exactMatch	mesh:C000656784	adiaspiromycosis	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	0.95
icd10:B60.8	Other specified protozoal diseases	skos:exactMatch	mesh:D016881	Microsporidiosis	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	0.95
icd10:B65-B83	Helminthiases	skos:exactMatch	mesh:D006373	Helminthiasis	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:B66.0	Opisthorchiasis	skos:exactMatch	mesh:D009889	Opisthorchiasis	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:B66.1	Clonorchiasis	skos:exactMatch	mesh:D003003	Clonorchiasis	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:B66.2	Dicrocoeliasis	skos:exactMatch	mesh:D004011	Dicrocoeliasis	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:B66.3	Fascioliasis	skos:exactMatch	mesh:D005211	Fascioliasis	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:B66.4	Paragonimiasis	skos:exactMatch	mesh:D010237	Paragonimiasis	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:B66.8	Other specified fluke infections	skos:exactMatch	mesh:D004451	Echinostomiasis	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	0.95
icd10:B67	Echinococcosis	skos:exactMatch	mesh:D004443	Echinococcosis	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:B69	Cysticercosis	skos:exactMatch	mesh:D003551	Cysticercosis	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:B97.3	Retrovirus as the cause of diseases classified to other chapters	skos:exactMatch	mesh:D016086	Lentivirus	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	0.95
icd10:C03	Malignant neoplasm of gum	skos:exactMatch	mesh:D005881	Gingiva	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	0.95
icd10:C05.0	Hard palate	skos:exactMatch	mesh:D021362	Palate, Hard	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C05.1	Soft palate	skos:exactMatch	mesh:D010160	Palate, Soft	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C05.2	Uvula	skos:exactMatch	mesh:D014609	Uvula	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C08.0	Submandibular gland	skos:exactMatch	mesh:D013363	Submandibular Gland	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C08.1	Sublingual gland	skos:exactMatch	mesh:D013361	Sublingual Gland	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C11.1	Posterior wall of nasopharynx	skos:exactMatch	mesh:D000234	Adenoids	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	0.95
icd10:C12	Malignant neoplasm of piriform sinus	skos:exactMatch	mesh:D056144	Pyriform Sinus	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	0.95
icd10:C16.0	Cardia	skos:exactMatch	mesh:D002299	Cardia	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C16.3	Pyloric antrum	skos:exactMatch	mesh:D011706	Pyloric Antrum	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C16.4	Pylorus	skos:exactMatch	mesh:D011708	Pylorus	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C17.1	Jejunum	skos:exactMatch	mesh:D007583	Jejunum	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C17.2	Ileum	skos:exactMatch	mesh:D007082	Ileum	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C18.3	Hepatic flexure	skos:exactMatch	mesh:D044682	Colon, Ascending	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C21.1	Anal canal	skos:exactMatch	mesh:D001003	Anal Canal	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C22.0	Liver cell carcinoma	skos:exactMatch	mesh:D006528	Carcinoma, Hepatocellular	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C22.1	Intrahepatic bile duct carcinoma	skos:exactMatch	mesh:D018281	Cholangiocarcinoma	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	0.95
icd10:C22.2	Hepatoblastoma	skos:exactMatch	mesh:D018197	Hepatoblastoma	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C24.0	Extrahepatic bile duct	skos:exactMatch	mesh:D017734	Bile Ducts, Extrahepatic	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C24.1	Ampulla of Vater	skos:exactMatch	mesh:D014670	Ampulla of Vater	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C25.3	Pancreatic duct	skos:exactMatch	mesh:D010183	Pancreatic Ducts	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C26.1	Spleen	skos:exactMatch	mesh:D013154	Spleen	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C30.0	Nasal cavity	skos:exactMatch	mesh:D009296	Nasal Cavity	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C30.1	Middle ear	skos:exactMatch	mesh:D004432	Ear, Middle	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C31.0	Maxillary sinus	skos:exactMatch	mesh:D008443	Maxillary Sinus	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C31.2	Frontal sinus	skos:exactMatch	mesh:D005626	Frontal Sinus	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C32.0	Glottis	skos:exactMatch	mesh:D005931	Glottis	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C32.3	Laryngeal cartilage	skos:exactMatch	mesh:D007817	Laryngeal Cartilages	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C38.0	Heart	skos:exactMatch	mesh:D010496	Pericardium	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	0.95
icd10:C41.1	Mandible	skos:exactMatch	mesh:D008334	Mandible	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C45	Mesothelioma	skos:exactMatch	mesh:D008654	Mesothelioma	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C46	Kaposi sarcoma	skos:exactMatch	mesh:D012514	Sarcoma, Kaposi	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C49	Malignant neoplasm of other connective and soft tissue	skos:exactMatch	mesh:D042601	Lymphatic Vessels	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	0.95
icd10:C51.2	Clitoris	skos:exactMatch	mesh:D002987	Clitoris	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C54.2	Myometrium	skos:exactMatch	mesh:D009215	Myometrium	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C57.0	Fallopian tube	skos:exactMatch	mesh:D005187	Fallopian Tubes	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C57.1	Broad ligament	skos:exactMatch	mesh:D001956	Broad Ligament	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C57.2	Round ligament	skos:exactMatch	mesh:D000069590	Round Ligaments	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C60.0	Prepuce	skos:exactMatch	mesh:D052816	Foreskin	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	0.95
icd10:C62.0	Undescended testis	skos:exactMatch	mesh:D003456	Cryptorchidism	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C63.1	Spermatic cord	skos:exactMatch	mesh:D013085	Spermatic Cord	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C67.7	Urachus	skos:exactMatch	mesh:D014497	Urachus	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C69.6	Orbit	skos:exactMatch	mesh:D009915	Orbit	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C71.1	Frontal lobe	skos:exactMatch	mesh:D005625	Frontal Lobe	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C71.2	Temporal lobe	skos:exactMatch	mesh:D013702	Temporal Lobe	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C71.3	Parietal lobe	skos:exactMatch	mesh:D010296	Parietal Lobe	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C71.4	Occipital lobe	skos:exactMatch	mesh:D009778	Occipital Lobe	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C71.5	Cerebral ventricle	skos:exactMatch	mesh:D002552	Cerebral Ventricles	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C71.6	Cerebellum	skos:exactMatch	mesh:D002531	Cerebellum	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C71.7	Brain stem	skos:exactMatch	mesh:D001933	Brain Stem	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C72.1	Cauda equina	skos:exactMatch	mesh:D002420	Cauda Equina	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C72.2	Olfactory nerve	skos:exactMatch	mesh:D009832	Olfactory Nerve	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C72.3	Optic nerve	skos:exactMatch	mesh:D009900	Optic Nerve	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C72.4	Acoustic nerve	skos:exactMatch	mesh:D003056	Cochlear Nerve	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C76.1	Thorax	skos:exactMatch	mesh:D013909	Thorax	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C76.2	Abdomen	skos:exactMatch	mesh:D000005	Abdomen	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C76.3	Pelvis	skos:exactMatch	mesh:D010388	Pelvis	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C76.4	Upper limb	skos:exactMatch	mesh:D034941	Upper Extremity	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C76.5	Lower limb	skos:exactMatch	mesh:D035002	Lower Extremity	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
icd10:C81	Hodgkin lymphoma	skos:exactMatch	mesh:D006689	Hodgkin Disease	semapv:LexicalMatching	2019		https://github.com/gyorilab/mapnet/blob/main/scripts/generate_gilda_mesh_icd10_mapping.py	gilda	1.5.0	2026-08-04	1.0
