#curie_map:
#  icd10: https://icd.who.int/browse10/2019/en#/
#  mesh: https://meshb.nlm.nih.gov/record/ui?ui=
#  skos: http://www.w3.org/2004/02/skos/core#
#  semapv: https://w3id.org/semapv/vocab/
#mapping_set_id: gilda_icd10_mesh_novel
#mapping_tool: gilda
subject_id	subject_label	predicate_id	object_id	object_label	confidence	mapping_justification	mapping_tool
icd10:L81.3	Café au lait spots	skos:exactMatch	mesh:D019080	Cafe-au-Lait Spots	1.0	semapv:LexicalMatching	gilda
icd10:L81.4	Other melanin hyperpigmentation	skos:exactMatch	mesh:D007911	Lentigo	0.95	semapv:LexicalMatching	gilda
icd10:L82	Seborrhoeic keratosis	skos:exactMatch	mesh:C562379	Dermatosis Papulosa Nigra	0.95	semapv:LexicalMatching	gilda
icd10:L84	Corns and callosities	skos:exactMatch	mesh:D002146	Bony Callus	0.95	semapv:LexicalMatching	gilda
icd10:L89	Decubitus ulcer and pressure area	skos:exactMatch	mesh:D003668	Pressure Ulcer	0.95	semapv:LexicalMatching	gilda
icd10:L90.5	Scar conditions and fibrosis of skin	skos:exactMatch	mesh:D002921	Cicatrix	0.95	semapv:LexicalMatching	gilda
icd10:L94.0	Localized scleroderma [morphea]	skos:exactMatch	mesh:D012594	Scleroderma, Localized	0.95	semapv:LexicalMatching	gilda
icd10:L94.6	Ainhum	skos:exactMatch	mesh:D000387	Ainhum	1.0	semapv:LexicalMatching	gilda
icd10:M20.1	Hallux valgus (acquired)	skos:exactMatch	mesh:D000071378	Bunion	0.95	semapv:LexicalMatching	gilda
icd10:M30.1	Polyarteritis with lung involvement [Churg-Strauss]	skos:exactMatch	mesh:D015267	Churg-Strauss Syndrome	0.95	semapv:LexicalMatching	gilda
icd10:M33	Dermatopolymyositis	skos:exactMatch	mesh:D003882	Dermatomyositis	1.0	semapv:LexicalMatching	gilda
icd10:M35.1	Other overlap syndromes	skos:exactMatch	mesh:D008947	Mixed Connective Tissue Disease	0.95	semapv:LexicalMatching	gilda
icd10:M48.8	Other specified spondylopathies	skos:exactMatch	mesh:D017887	Ossification of Posterior Longitudinal Ligament	0.95	semapv:LexicalMatching	gilda
icd10:M53.0	Cervicocranial syndrome	skos:exactMatch	mesh:D055010	Posterior Cervical Sympathetic Syndrome	0.95	semapv:LexicalMatching	gilda
icd10:M62.5	Muscle wasting and atrophy, not elsewhere classified	skos:exactMatch	mesh:D055948	Sarcopenia	0.95	semapv:LexicalMatching	gilda
icd10:M72.2	Plantar fascial fibromatosis	skos:exactMatch	mesh:D036981	Fasciitis, Plantar	0.95	semapv:LexicalMatching	gilda
icd10:M76.8	Other enthesopathies of lower limb, excluding foot	skos:exactMatch	mesh:D000868	Anterior Compartment Syndrome	0.95	semapv:LexicalMatching	gilda
icd10:M89.4	Other hypertrophic osteoarthropathy	skos:exactMatch	mesh:D010005	Osteoarthropathy, Secondary Hypertrophic	0.95	semapv:LexicalMatching	gilda
icd10:M89.8	Other specified disorders of bone	skos:exactMatch	mesh:D006958	Hyperostosis, Cortical, Congenital	0.95	semapv:LexicalMatching	gilda
icd10:M92.5	Juvenile osteochondrosis of tibia and fibula	skos:exactMatch	mesh:C536237	Blount disease	0.95	semapv:LexicalMatching	gilda
icd10:N10-N16	Renal tubulo-interstitial diseases	skos:exactMatch	mesh:D011704	Pyelonephritis	0.95	semapv:LexicalMatching	gilda
icd10:N18	Chronic kidney disease	skos:exactMatch	mesh:D007676	Kidney Failure, Chronic	0.95	semapv:LexicalMatching	gilda
icd10:N20.0	Calculus of kidney	skos:exactMatch	mesh:D000069856	Staghorn Calculi	0.95	semapv:LexicalMatching	gilda
icd10:N21.0	Calculus in bladder	skos:exactMatch	mesh:D001744	Urinary Bladder Calculi	0.95	semapv:LexicalMatching	gilda
icd10:N28.8	Other specified disorders of kidney and ureter	skos:exactMatch	mesh:D014518	Ureterocele	0.95	semapv:LexicalMatching	gilda
icd10:N29.8	Other disorders of kidney and ureter in other diseases classified elsewhere	skos:exactMatch	mesh:D003554	Cystinosis	0.95	semapv:LexicalMatching	gilda
icd10:N48.0	Leukoplakia of penis	skos:exactMatch	mesh:D052798	Balanitis Xerotica Obliterans	0.95	semapv:LexicalMatching	gilda
icd10:N48.6	Induratio penis plastica	skos:exactMatch	mesh:D010411	Penile Induration	0.95	semapv:LexicalMatching	gilda
icd10:N60	Benign mammary dysplasia	skos:exactMatch	mesh:D005348	Fibrocystic Breast Disease	0.95	semapv:LexicalMatching	gilda
icd10:N64.5	Other signs and symptoms in breast	skos:exactMatch	mesh:D000071936	Nipple Discharge	0.95	semapv:LexicalMatching	gilda
icd10:N64.8	Other specified disorders of breast	skos:exactMatch	mesh:C535998	Galactocele	0.95	semapv:LexicalMatching	gilda
icd10:N71	Inflammatory disease of uterus, except cervix	skos:exactMatch	mesh:D055112	Pyometra	0.95	semapv:LexicalMatching	gilda
icd10:N80.0	Endometriosis of uterus	skos:exactMatch	mesh:D062788	Adenomyosis	0.95	semapv:LexicalMatching	gilda
icd10:N92.1	Excessive and frequent menstruation with irregular cycle	skos:exactMatch	mesh:D008796	Metrorrhagia	0.95	semapv:LexicalMatching	gilda
icd10:O26.6	Liver disorders in pregnancy, childbirth and the puerperium	skos:exactMatch	mesh:C535932	Intrahepatic Cholestasis of Pregnancy	0.95	semapv:LexicalMatching	gilda
icd10:P02.1	Fetus and newborn affected by other forms of placental separation and haemorrhage	skos:exactMatch	mesh:D000037	Abruptio Placentae	0.95	semapv:LexicalMatching	gilda
icd10:P02.6	Fetus and newborn affected by other and unspecified conditions of umbilical cord	skos:exactMatch	mesh:D055949	Vasa Previa	0.95	semapv:LexicalMatching	gilda
icd10:P03.6	Fetus and newborn affected by abnormal uterine contractions	skos:exactMatch	mesh:D014593	Uterine Inertia	0.95	semapv:LexicalMatching	gilda
icd10:P23.6	Congenital pneumonia due to other bacterial agents	skos:exactMatch	mesh:D006193	Haemophilus influenzae	0.95	semapv:LexicalMatching	gilda
icd10:P96.1	Neonatal withdrawal symptoms from maternal use of drugs of addiction	skos:exactMatch	mesh:D009357	Neonatal Abstinence Syndrome	0.95	semapv:LexicalMatching	gilda
icd10:Q03.1	Atresia of foramina of Magendie and Luschka	skos:exactMatch	mesh:D003616	Dandy-Walker Syndrome	0.95	semapv:LexicalMatching	gilda
icd10:Q04.0	Congenital malformations of corpus callosum	skos:exactMatch	mesh:D061085	Agenesis of Corpus Callosum	0.95	semapv:LexicalMatching	gilda
icd10:Q04.3	Other reduction deformities of brain	skos:exactMatch	mesh:D006832	Hydranencephaly	0.95	semapv:LexicalMatching	gilda
icd10:Q04.6	Congenital cerebral cysts	skos:exactMatch	mesh:D065708	Porencephaly	0.95	semapv:LexicalMatching	gilda
icd10:Q10.3	Other congenital malformations of eyelid	skos:exactMatch	mesh:C000721288	Cleft eyelid	0.95	semapv:LexicalMatching	gilda
icd10:Q13.1	Absence of iris	skos:exactMatch	mesh:D015783	Aniridia	0.95	semapv:LexicalMatching	gilda
icd10:Q13.8	Other congenital malformations of anterior segment of eye	skos:exactMatch	mesh:C535679	Axenfeld-Rieger syndrome	0.95	semapv:LexicalMatching	gilda
icd10:Q15.0	Congenital glaucoma	skos:exactMatch	mesh:D006871	Hydrophthalmos	0.95	semapv:LexicalMatching	gilda
icd10:Q18.2	Other branchial cleft malformations	skos:exactMatch	mesh:C562503	Otocephaly	0.95	semapv:LexicalMatching	gilda
icd10:Q20.0	Common arterial trunk	skos:exactMatch	mesh:D014339	Truncus Arteriosus, Persistent	0.95	semapv:LexicalMatching	gilda
icd10:Q22.4	Congenital tricuspid stenosis	skos:exactMatch	mesh:D018785	Tricuspid Atresia	0.95	semapv:LexicalMatching	gilda
icd10:Q23.1	Congenital insufficiency of aortic valve	skos:exactMatch	mesh:D000082882	Bicuspid Aortic Valve Disease	0.95	semapv:LexicalMatching	gilda
icd10:Q25.3	Stenosis of aorta	skos:exactMatch	mesh:D021921	Aortic Stenosis, Supravalvular	0.95	semapv:LexicalMatching	gilda
icd10:Q26.8	Other congenital malformations of great veins	skos:exactMatch	mesh:D012587	Scimitar Syndrome	0.95	semapv:LexicalMatching	gilda
icd10:Q27.8	Other specified congenital malformations of peripheral vascular system	skos:exactMatch	mesh:C535555	Aberrant subclavian artery	0.95	semapv:LexicalMatching	gilda
icd10:Q38.0	Congenital malformations of lips, not elsewhere classified	skos:exactMatch	mesh:C536528	Van der Woude syndrome	0.95	semapv:LexicalMatching	gilda
icd10:Q41.1	Congenital absence, atresia and stenosis of jejunum	skos:exactMatch	mesh:D007409	Intestinal Atresia	0.95	semapv:LexicalMatching	gilda
icd10:Q42.3	Congenital absence, atresia and stenosis of anus without fistula	skos:exactMatch	mesh:D001006	Anus, Imperforate	0.95	semapv:LexicalMatching	gilda
icd10:Q43.8	Other specified congenital malformations of intestine	skos:exactMatch	mesh:C562563	Microcolon	0.95	semapv:LexicalMatching	gilda
icd10:Q44.7	Other congenital malformations of liver	skos:exactMatch	mesh:D016738	Alagille Syndrome	0.95	semapv:LexicalMatching	gilda
icd10:Q45.3	Other congenital malformations of pancreas and pancreatic duct	skos:exactMatch	mesh:C536003	Accessory pancreas	0.95	semapv:LexicalMatching	gilda
icd10:Q60.6	Potter syndrome	skos:exactMatch	mesh:C536482	Hereditary renal agenesis	1.0	semapv:LexicalMatching	gilda
icd10:Q61.9	Cystic kidney disease, unspecified	skos:exactMatch	mesh:C536133	Meckel syndrome type 1	0.95	semapv:LexicalMatching	gilda
icd10:Q66.6	Other congenital valgus deformities of feet	skos:exactMatch	mesh:D000070591	Metatarsal Valgus	0.95	semapv:LexicalMatching	gilda
icd10:Q66.8	Other congenital deformities of feet	skos:exactMatch	mesh:D000070604	Tarsal Coalition	0.95	semapv:LexicalMatching	gilda
icd10:Q74.0	Other congenital malformations of upper limb(s), including shoulder girdle	skos:exactMatch	mesh:D002973	Cleidocranial Dysplasia	0.95	semapv:LexicalMatching	gilda
icd10:Q75.3	Macrocephaly	skos:exactMatch	mesh:D058627	Megalencephaly	1.0	semapv:LexicalMatching	gilda
icd10:Q75.8	Other specified congenital malformations of skull and face bones	skos:exactMatch	mesh:D010985	Platybasia	0.95	semapv:LexicalMatching	gilda
icd10:Q78.6	Multiple congenital exostoses	skos:exactMatch	mesh:D005097	Exostoses, Multiple Hereditary	0.95	semapv:LexicalMatching	gilda
icd10:Q78.8	Other specified osteochondrodysplasias	skos:exactMatch	mesh:D010023	Osteopoikilosis	0.95	semapv:LexicalMatching	gilda
icd10:Q79.1	Other congenital malformations of diaphragm	skos:exactMatch	mesh:D003965	Diaphragmatic Eventration	0.95	semapv:LexicalMatching	gilda
icd10:Q79.2	Exomphalos	skos:exactMatch	mesh:D006554	Hernia, Umbilical	1.0	semapv:LexicalMatching	gilda
icd10:Q79.8	Other congenital malformations of musculoskeletal system	skos:exactMatch	mesh:D011045	Poland Syndrome	0.95	semapv:LexicalMatching	gilda
icd10:Q84.1	Congenital morphological disturbances of hair, not elsewhere classified	skos:exactMatch	mesh:D056734	Monilethrix	0.95	semapv:LexicalMatching	gilda
icd10:Q85.0	Neurofibromatosis (nonmalignant)	skos:exactMatch	mesh:D009456	Neurofibromatosis 1	0.95	semapv:LexicalMatching	gilda
icd10:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	skos:exactMatch	mesh:C562573	cyclopia sequence	0.95	semapv:LexicalMatching	gilda
icd10:Q89.2	Congenital malformations of other endocrine glands	skos:exactMatch	mesh:D013955	Thyroglossal Cyst	0.95	semapv:LexicalMatching	gilda
icd10:Q90	Down syndrome	skos:exactMatch	mesh:D004314	Down Syndrome	1.0	semapv:LexicalMatching	gilda
icd10:Q93.4	Deletion of short arm of chromosome 5	skos:exactMatch	mesh:D003410	Cri-du-Chat Syndrome	0.95	semapv:LexicalMatching	gilda
icd10:Q93.5	Other deletions of part of a chromosome	skos:exactMatch	mesh:D017204	Angelman Syndrome	0.95	semapv:LexicalMatching	gilda
icd10:Q99.2	Fragile X chromosome	skos:exactMatch	mesh:D005600	Fragile X Syndrome	0.95	semapv:LexicalMatching	gilda
icd10:R06.0	Dyspnoea	skos:exactMatch	mesh:D004417	Dyspnea	0.95	semapv:LexicalMatching	gilda
icd10:R06.6	Hiccough	skos:exactMatch	mesh:D006606	Hiccup	1.0	semapv:LexicalMatching	gilda
icd10:R14	Flatulence and related conditions	skos:exactMatch	mesh:D004884	Eructation	0.95	semapv:LexicalMatching	gilda
icd10:R48.8	Other and unspecified symbolic dysfunctions	skos:exactMatch	mesh:D000381	Agraphia	0.95	semapv:LexicalMatching	gilda
icd10:R53	Malaise and fatigue	skos:exactMatch	mesh:D053609	Lethargy	0.95	semapv:LexicalMatching	gilda
icd10:R55	Syncope and collapse	skos:exactMatch	mesh:D013575	Syncope	0.95	semapv:LexicalMatching	gilda
icd10:R73.0	Abnormal glucose tolerance test	skos:exactMatch	mesh:D018149	Glucose Intolerance	0.95	semapv:LexicalMatching	gilda
icd10:R82.9	Other and unspecified abnormal findings in urine	skos:exactMatch	mesh:D000092162	Crystalluria	0.95	semapv:LexicalMatching	gilda
icd10:R86	Abnormal findings in specimens from male genital organs	skos:exactMatch	mesh:D000072660	Teratozoospermia	0.95	semapv:LexicalMatching	gilda
icd10:S02.0	Fracture of vault of skull	skos:exactMatch	mesh:D005624	Frontal Bone	0.95	semapv:LexicalMatching	gilda
icd10:S02.1	Fracture of base of skull	skos:exactMatch	mesh:D013701	Temporal Bone	0.95	semapv:LexicalMatching	gilda
icd10:S02.4	Fracture of malar and maxillary bones	skos:exactMatch	mesh:D015050	Zygoma	0.95	semapv:LexicalMatching	gilda
icd10:S02.8	Fractures of other skull and facial bones	skos:exactMatch	mesh:D010159	Palate	0.95	semapv:LexicalMatching	gilda
icd10:S04.0	Injury of optic nerve and pathways	skos:exactMatch	mesh:D009897	Optic Chiasm	0.95	semapv:LexicalMatching	gilda
icd10:S06.0	Concussion	skos:exactMatch	mesh:D001924	Brain Concussion	0.95	semapv:LexicalMatching	gilda
icd10:S10.0	Contusion of throat	skos:exactMatch	mesh:D010614	Pharynx	0.95	semapv:LexicalMatching	gilda
icd10:S12.0	Fracture of first cervical vertebra	skos:exactMatch	mesh:D020466	Atlas	0.95	semapv:LexicalMatching	gilda
icd10:S12.8	Fracture of other parts of neck	skos:exactMatch	mesh:D006928	Hyoid Bone	0.95	semapv:LexicalMatching	gilda
icd10:S13.4	Sprain and strain of cervical spine	skos:exactMatch	mesh:D014911	Whiplash Injuries	0.95	semapv:LexicalMatching	gilda
icd10:S18	Traumatic amputation at neck level	skos:exactMatch	mesh:D049248	Decapitation	0.95	semapv:LexicalMatching	gilda
icd10:S24.4	Injury of thoracic sympathetic nerves	skos:exactMatch	mesh:D013233	Stellate Ganglion	0.95	semapv:LexicalMatching	gilda
icd10:S25.8	Injury of other blood vessels of thorax	skos:exactMatch	mesh:D001401	Azygos Vein	0.95	semapv:LexicalMatching	gilda
icd10:S27.8	Injury of other specified intrathoracic organs	skos:exactMatch	mesh:D013950	Thymus Gland	0.95	semapv:LexicalMatching	gilda
icd10:S30.2	Contusion of external genital organs	skos:exactMatch	mesh:D014621	Vagina	0.95	semapv:LexicalMatching	gilda
icd10:S34.5	Injury of lumbar, sacral and pelvic sympathetic nerves	skos:exactMatch	mesh:D007001	Hypogastric Plexus	0.95	semapv:LexicalMatching	gilda
icd10:S35.1	Injury of inferior vena cava	skos:exactMatch	mesh:D006503	Hepatic Veins	0.95	semapv:LexicalMatching	gilda
icd10:S35.2	Injury of coeliac or mesenteric artery	skos:exactMatch	mesh:D000077426	Gastric Artery	0.95	semapv:LexicalMatching	gilda
icd10:S36.1	Injury of liver or gallbladder	skos:exactMatch	mesh:D001652	Bile Ducts	0.95	semapv:LexicalMatching	gilda
icd10:S37.8	Injury of other pelvic organs	skos:exactMatch	mesh:D000311	Adrenal Glands	0.95	semapv:LexicalMatching	gilda
icd10:S42.1	Fracture of scapula	skos:exactMatch	mesh:D012540	Scapula	0.95	semapv:LexicalMatching	gilda
icd10:S43.0	Dislocation of shoulder joint	skos:exactMatch	mesh:D012785	Shoulder Joint	0.95	semapv:LexicalMatching	gilda
icd10:S52.0	Fracture of upper end of ulna	skos:exactMatch	mesh:D056740	Olecranon Process	0.95	semapv:LexicalMatching	gilda
icd10:S52.1	Fracture of upper end of radius	skos:exactMatch	mesh:D006257	Head	0.95	semapv:LexicalMatching	gilda
icd10:S52.5	Fracture of lower end of radius	skos:exactMatch	mesh:D003100	Colles' Fracture	0.95	semapv:LexicalMatching	gilda
icd10:S82.0	Fracture of patella	skos:exactMatch	mesh:D010329	Patella	0.95	semapv:LexicalMatching	gilda
icd10:S92.0	Fracture of calcaneus	skos:exactMatch	mesh:D002111	Calcaneus	0.95	semapv:LexicalMatching	gilda
icd10:S93.0	Dislocation of ankle joint	skos:exactMatch	mesh:D013628	Talus	0.95	semapv:LexicalMatching	gilda
icd10:T17.8	Foreign body in other and multiple parts of respiratory tract	skos:exactMatch	mesh:D055745	Bronchioles	0.95	semapv:LexicalMatching	gilda
icd10:T27.2	Burn of other parts of respiratory tract	skos:exactMatch	mesh:D035423	Thoracic Cavity	0.95	semapv:LexicalMatching	gilda
icd10:T40.4	Other synthetic narcotics	skos:exactMatch	mesh:D008614	Meperidine	0.95	semapv:LexicalMatching	gilda
icd10:T40.9	Other and unspecified psychodysleptics [hallucinogens]	skos:exactMatch	mesh:C009105	psilocin	0.95	semapv:LexicalMatching	gilda
icd10:T41.5	Therapeutic gases	skos:exactMatch	mesh:D010100	Oxygen	0.95	semapv:LexicalMatching	gilda
icd10:T54.3	Corrosive alkalis and alkali-like substances	skos:exactMatch	mesh:C029943	potassium hydroxide	0.95	semapv:LexicalMatching	gilda
icd10:T56.8	Other metals	skos:exactMatch	mesh:D013793	Thallium	0.95	semapv:LexicalMatching	gilda
icd10:T59	Toxic effect of other gases, fumes and vapours	skos:exactMatch	mesh:D000335	Aerosol Propellants	0.95	semapv:LexicalMatching	gilda
icd10:T59.3	Lacrimogenic gas	skos:exactMatch	mesh:D013665	Tear Gases	0.95	semapv:LexicalMatching	gilda
icd10:T63.0	Snake venom	skos:exactMatch	mesh:D012910	Snake Venoms	1.0	semapv:LexicalMatching	gilda
icd10:T63.6	Toxic effect of contact with other marine animals	skos:exactMatch	mesh:D012615	Sea Anemones	0.95	semapv:LexicalMatching	gilda
icd10:T65.3	Nitroderivatives and aminoderivatives of benzene and its homologues	skos:exactMatch	mesh:C036077	nitrobenzene	0.95	semapv:LexicalMatching	gilda
icd10:T69.1	Chilblains	skos:exactMatch	mesh:D002647	Chilblains	1.0	semapv:LexicalMatching	gilda
icd10:T75.1	Drowning and nonfatal submersion	skos:exactMatch	mesh:D007101	Immersion	0.95	semapv:LexicalMatching	gilda
icd10:T78.3	Angioneurotic oedema	skos:exactMatch	mesh:D000799	Angioedema	0.95	semapv:LexicalMatching	gilda
icd10:T79.5	Traumatic anuria	skos:exactMatch	mesh:D003444	Crush Syndrome	0.95	semapv:LexicalMatching	gilda
icd10:T79.6	Traumatic ischaemia of muscle	skos:exactMatch	mesh:D003161	Compartment Syndromes	0.95	semapv:LexicalMatching	gilda
icd10:T80	Complications following infusion, transfusion and therapeutic injection	skos:exactMatch	mesh:D010477	Perfusion	0.95	semapv:LexicalMatching	gilda
icd10:W27	Contact with nonpowered hand tool	skos:exactMatch	mesh:D009339	Needles	0.95	semapv:LexicalMatching	gilda
icd10:W59	Bitten or crushed by other reptiles	skos:exactMatch	mesh:D008116	Lizards	0.95	semapv:LexicalMatching	gilda
icd10:W69	Drowning and submersion while in natural water	skos:exactMatch	mesh:D060106	Lakes	0.95	semapv:LexicalMatching	gilda
icd10:W88	Exposure to ionizing radiation	skos:exactMatch	mesh:D011868	Radioisotopes	0.95	semapv:LexicalMatching	gilda
icd10:X01	Exposure to uncontrolled fire, not in building or structure	skos:exactMatch	mesh:D000075923	Wildfires	0.95	semapv:LexicalMatching	gilda
icd10:X20	Contact with venomous snakes and lizards	skos:exactMatch	mesh:D000097142	Bothrops atrox	0.95	semapv:LexicalMatching	gilda
icd10:X21	Contact with venomous spiders	skos:exactMatch	mesh:D001740	Black Widow Spider	0.95	semapv:LexicalMatching	gilda
icd10:X25	Contact with other venomous arthropods	skos:exactMatch	mesh:D001000	Ants	0.95	semapv:LexicalMatching	gilda
icd10:X26	Contact with venomous marine animals and plants	skos:exactMatch	mesh:D058894	Nematocyst	0.95	semapv:LexicalMatching	gilda
icd10:X37	Victim of cataclysmic storm	skos:exactMatch	mesh:D055867	Cyclonic Storms	0.95	semapv:LexicalMatching	gilda
icd10:X50	Overexertion and strenuous or repetitive movements	skos:exactMatch	mesh:D000081642	Marathon Running	0.95	semapv:LexicalMatching	gilda
icd10:X85-Y09	Assault	skos:exactMatch	mesh:D006708	Homicide	0.95	semapv:LexicalMatching	gilda
icd10:Y07	Other maltreatment	skos:exactMatch	mesh:D014104	Torture	0.95	semapv:LexicalMatching	gilda
icd10:Y36.0	War operations involving explosion of marine weapons	skos:exactMatch	mesh:D014101	Torpedo	0.95	semapv:LexicalMatching	gilda
icd10:Y36.7	War operations involving chemical weapons and other forms of unconventional warfare	skos:exactMatch	mesh:D007834	Lasers	0.95	semapv:LexicalMatching	gilda
icd10:Y43.1	Antineoplastic antimetabolites	skos:exactMatch	mesh:D000964	Antimetabolites, Antineoplastic	1.0	semapv:LexicalMatching	gilda
icd10:Y47.3	Paraldehyde	skos:exactMatch	mesh:D010242	Paraldehyde	1.0	semapv:LexicalMatching	gilda
icd10:Y50.2	Methylxanthines, not elsewhere classified	skos:exactMatch	mesh:D002110	Caffeine	0.95	semapv:LexicalMatching	gilda
icd10:Y55.0	Oxytocic drugs	skos:exactMatch	mesh:D004876	Ergot Alkaloids	0.95	semapv:LexicalMatching	gilda
icd10:Y55.6	Antiasthmatics, not elsewhere classified	skos:exactMatch	mesh:D000628	Aminophylline	0.95	semapv:LexicalMatching	gilda
icd10:Z10.8	Routine general health check-up of other defined subpopulations	skos:exactMatch	mesh:D013334	Students	0.95	semapv:LexicalMatching	gilda
icd10:Z13.3	Special screening examination for mental and behavioural disorders	skos:exactMatch	mesh:D000437	Alcoholism	0.95	semapv:LexicalMatching	gilda
icd10:Z29.2	Other prophylactic chemotherapy	skos:exactMatch	mesh:D018890	Chemoprevention	0.95	semapv:LexicalMatching	gilda
icd10:Z31.4	Procreative investigation and testing	skos:exactMatch	mesh:D013076	Sperm Count	0.95	semapv:LexicalMatching	gilda
icd10:Z36.0	Antenatal screening for chromosomal anomalies	skos:exactMatch	mesh:D000649	Amniocentesis	0.95	semapv:LexicalMatching	gilda
icd10:Z41.1	Other plastic surgery for unacceptable cosmetic appearance	skos:exactMatch	mesh:D018427	Breast Implants	0.95	semapv:LexicalMatching	gilda
icd10:Z46.8	Fitting and adjustment of other specified devices	skos:exactMatch	mesh:D014910	Wheelchairs	0.95	semapv:LexicalMatching	gilda
icd10:Z49.2	Other dialysis	skos:exactMatch	mesh:D010530	Peritoneal Dialysis	0.95	semapv:LexicalMatching	gilda
icd10:Z70.8	Other sex counselling	skos:exactMatch	mesh:D012736	Sex Education	0.95	semapv:LexicalMatching	gilda
icd10:Z75.5	Holiday relief care	skos:exactMatch	mesh:D012144	Respite Care	0.95	semapv:LexicalMatching	gilda
icd10:Z90.0	Acquired absence of part of head and neck	skos:exactMatch	mesh:D009666	Nose	0.95	semapv:LexicalMatching	gilda
icd10:Z91.5	Personal history of self-harm	skos:exactMatch	mesh:D013406	Suicide, Attempted	0.95	semapv:LexicalMatching	gilda
icd10:Z91.7	Personal history of female genital mutilation	skos:exactMatch	mesh:D019093	Circumcision, Female	0.95	semapv:LexicalMatching	gilda
icd10:Z92.2	Personal history of long-term (current) use of other medicaments	skos:exactMatch	mesh:D001241	Aspirin	0.95	semapv:LexicalMatching	gilda
icd10:Z94.8	Other transplanted organ and tissue status	skos:exactMatch	mesh:D001853	Bone Marrow	0.95	semapv:LexicalMatching	gilda
icd10:Z96.2	Presence of otological and audiological implants	skos:exactMatch	mesh:D003054	Cochlear Implants	0.95	semapv:LexicalMatching	gilda
