#curie_map:
#  mondo: http://purl.obolibrary.org/obo/MONDO_
#  mesh: https://meshb.nlm.nih.gov/record/ui?ui=
#  skos: http://www.w3.org/2004/02/skos/core#
#  semapv: https://w3id.org/semapv/vocab/
#mapping_set_id: leonmap_mondo_mesh_novel
#mapping_tool: leonmap
subject_id	subject_label	predicate_id	object_id	object_label	confidence	mapping_justification	mapping_tool	comment
mondo:0000303	conidiobolomycosis	skos:broadMatch	mesh:C000656785	entomophthoromycosis	1.0	semapv:LexicalMatching	leonmap	cosine=0.872169
mondo:0000304	penicilliosis	skos:exactMatch	mesh:C000656865	talaromycosis	0.93619704	semapv:SemanticSimilarity	leonmap	
mondo:0000345	Oropouche fever	skos:broadMatch	mesh:D002044	Bunyaviridae Infections	1.0	semapv:LexicalMatching	leonmap	cosine=0.868005
mondo:0000393	partial fetal alcohol syndrome	skos:broadMatch	mesh:D063647	Fetal Alcohol Spectrum Disorders	1.0	semapv:LexicalMatching	leonmap	cosine=0.916189
mondo:0000396	spastic cerebral palsy	skos:broadMatch	mesh:D002547	Cerebral Palsy	1.0	semapv:LexicalMatching	leonmap	cosine=0.788914
mondo:0000397	ataxic cerebral palsy	skos:broadMatch	mesh:C562856	Cerebral Palsy, Ataxic, Autosomal Recessive	1.0	semapv:LexicalMatching	leonmap	cosine=0.865553
mondo:0000400	mixed cerebral palsy	skos:broadMatch	mesh:D002547	Cerebral Palsy	1.0	semapv:LexicalMatching	leonmap	cosine=0.807386
mondo:0000410	funisitis	skos:broadMatch	mesh:D002821	Chorioamnionitis	1.0	semapv:LexicalMatching	leonmap	cosine=0.865568
mondo:0000440	metabolic acidosis	skos:broadMatch	mesh:D000138	Acidosis	1.0	semapv:LexicalMatching	leonmap	cosine=0.811468
mondo:0000450	secondary progressive multiple sclerosis	skos:broadMatch	mesh:D020528	Multiple Sclerosis, Chronic Progressive	1.0	semapv:LexicalMatching	leonmap	cosine=0.907677
mondo:0000451	primary progressive multiple sclerosis	skos:broadMatch	mesh:D020528	Multiple Sclerosis, Chronic Progressive	1.0	semapv:LexicalMatching	leonmap	cosine=0.850774
mondo:0000452	progressive relapsing multiple sclerosis	skos:broadMatch	mesh:D020528	Multiple Sclerosis, Chronic Progressive	1.0	semapv:LexicalMatching	leonmap	cosine=0.886601
mondo:0000477	focal dystonia	skos:broadMatch	mesh:D020821	Dystonic Disorders	1.0	semapv:LexicalMatching	leonmap	cosine=0.827265
mondo:0000481	cervical dystonia	skos:broadMatch	mesh:D014103	Torticollis	1.0	semapv:LexicalMatching	leonmap	cosine=0.860435
mondo:0000482	focal hand dystonia	skos:broadMatch	mesh:C566973	Dystonia, Focal, Task-Specific	1.0	semapv:LexicalMatching	leonmap	cosine=0.739165
mondo:0000489	diabetic encephalopathy	skos:broadMatch	mesh:C000721848	hypoglycemic encephalopathy	1.0	semapv:LexicalMatching	leonmap	cosine=0.783750
mondo:0000496	hemorrhagic cystitis	skos:broadMatch	mesh:D000096722	Cystitis, Hemorrhagic	1.0	semapv:LexicalMatching	leonmap	cosine=0.894511
mondo:0000507	inclusion body myopathy with Paget disease of bone and frontotemporal dementia	skos:exactMatch	mesh:C563476	Inclusion Body Myopathy With Early-Onset Paget Disease And Frontotemporal Dementia	0.95021689	semapv:SemanticSimilarity	leonmap	
mondo:0000565	infective endocarditis	skos:broadMatch	mesh:D004696	Endocarditis	1.0	semapv:LexicalMatching	leonmap	cosine=0.925284
mondo:0000605	hypersensitivity reaction disease	skos:exactMatch	mesh:D006967	Hypersensitivity	0.90365309	semapv:SemanticSimilarity	leonmap	
mondo:0000663	anosognosia	skos:broadMatch	mesh:D000377	Agnosia	1.0	semapv:LexicalMatching	leonmap	cosine=0.851720
mondo:0000667	auditory agnosia	skos:broadMatch	mesh:D000377	Agnosia	1.0	semapv:LexicalMatching	leonmap	cosine=0.844295
mondo:0000670	cortical deafness	skos:broadMatch	mesh:D006313	Hearing Loss, Central	1.0	semapv:LexicalMatching	leonmap	cosine=0.671432
mondo:0000671	finger agnosia	skos:broadMatch	mesh:D000377	Agnosia	1.0	semapv:LexicalMatching	leonmap	cosine=0.862025
mondo:0000681	tactile agnosia	skos:broadMatch	mesh:D000377	Agnosia	1.0	semapv:LexicalMatching	leonmap	cosine=0.932562
mondo:0000682	time agnosia	skos:broadMatch	mesh:D000377	Agnosia	1.0	semapv:LexicalMatching	leonmap	cosine=0.828844
mondo:0000683	topographical agnosia	skos:broadMatch	mesh:D000377	Agnosia	1.0	semapv:LexicalMatching	leonmap	cosine=0.849346
mondo:0000700	familial hemiplegic migraine	skos:broadMatch	mesh:D020325	Migraine with Aura	1.0	semapv:LexicalMatching	leonmap	cosine=0.796837
mondo:0000761	syndrome caused by partial chromosomal deletion	skos:exactMatch	mesh:D002872	Chromosome Deletion	0.93430871	semapv:SemanticSimilarity	leonmap	
mondo:0000820	cerebral cavernous malformation	skos:broadMatch	mesh:D020786	Hemangioma, Cavernous, Central Nervous System	1.0	semapv:LexicalMatching	leonmap	cosine=0.910291
mondo:0000836	disease of bone structure	skos:exactMatch	mesh:D001847	Bone Diseases	0.92363214	semapv:SemanticSimilarity	leonmap	
mondo:0000870	childhood acute lymphoblastic leukemia	skos:broadMatch	mesh:D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma	1.0	semapv:LexicalMatching	leonmap	cosine=0.787939
mondo:0000873	lymphoblastic lymphoma	skos:broadMatch	mesh:D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma	1.0	semapv:LexicalMatching	leonmap	cosine=0.783815
mondo:0000891	mixed fibrolamellar hepatocellular carcinoma	skos:exactMatch	mesh:C537258	Fibrolamellar hepatocellular carcinoma	0.91458273	semapv:SemanticSimilarity	leonmap	
mondo:0000909	Bartter disease type 4B	skos:exactMatch	mesh:C567762	Bartter Syndrome, Type 4b	0.94210505	semapv:SemanticSimilarity	leonmap	
mondo:0000923	interstitial emphysema	skos:broadMatch	mesh:D008478	Mediastinal Emphysema	1.0	semapv:LexicalMatching	leonmap	cosine=0.876781
mondo:0000924	compensatory emphysema	skos:exactMatch	mesh:D004646	Emphysema	0.90322262	semapv:SemanticSimilarity	leonmap	
mondo:0000927	asymptomatic neurosyphilis	skos:broadMatch	mesh:D009494	Neurosyphilis	1.0	semapv:LexicalMatching	leonmap	cosine=0.666843
mondo:0000946	psychologic vaginismus	skos:exactMatch	mesh:D052065	Vaginismus	0.95239371	semapv:SemanticSimilarity	leonmap	
mondo:0000955	ileum cancer	skos:broadMatch	mesh:D007078	Ileal Neoplasms	1.0	semapv:LexicalMatching	leonmap	cosine=0.869860
mondo:0000958	neuroretinitis	skos:broadMatch	mesh:D012173	Retinitis	1.0	semapv:LexicalMatching	leonmap	cosine=0.858772
mondo:0000964	skin lipoma	skos:exactMatch	mesh:D008067	Lipoma	0.90398622	semapv:SemanticSimilarity	leonmap	
mondo:0000966	pleomorphic lipoma	skos:broadMatch	mesh:D008067	Lipoma	1.0	semapv:LexicalMatching	leonmap	cosine=0.839365
mondo:0000967	conventional lipoma	skos:exactMatch	mesh:D008067	Lipoma	0.90745479	semapv:SemanticSimilarity	leonmap	
mondo:0000997	monocular esotropia	skos:broadMatch	mesh:D004948	Esotropia	1.0	semapv:LexicalMatching	leonmap	cosine=0.945809
mondo:0001019	suppression amblyopia	skos:broadMatch	mesh:D000550	Amblyopia	1.0	semapv:LexicalMatching	leonmap	cosine=0.982128
mondo:0001024	pneumonic plague	skos:broadMatch	mesh:D010930	Plague	1.0	semapv:LexicalMatching	leonmap	cosine=0.818533
mondo:0001031	purulent acute otitis media	skos:exactMatch	mesh:D010035	Otitis Media, Suppurative	0.91844428	semapv:SemanticSimilarity	leonmap	
mondo:0001049	Dressler syndrome	skos:broadMatch	mesh:C538618	Donath-Landsteiner hemolytic anemia	1.0	semapv:LexicalMatching	leonmap	cosine=0.650276
mondo:0001055	conjunctival pterygium	skos:exactMatch	mesh:C566740	Pterygium Of Conjunctiva And Cornea	0.93713862	semapv:SemanticSimilarity	leonmap	
mondo:0001056	gastric cancer	skos:broadMatch	mesh:D013274	Stomach Neoplasms	1.0	semapv:LexicalMatching	leonmap	cosine=0.888393
mondo:0001074	chronic tic disorder	skos:exactMatch	mesh:D013981	Tic Disorders	0.90058684	semapv:SemanticSimilarity	leonmap	
mondo:0001090	acute anterolateral myocardial infarction	skos:exactMatch	mesh:D056988	Anterior Wall Myocardial Infarction	0.90304744	semapv:SemanticSimilarity	leonmap	
mondo:0001100	hypertrophy of breast	skos:exactMatch	mesh:C536821	Gigantomastia	0.90568984	semapv:SemanticSimilarity	leonmap	
mondo:0001112	bubonic plague	skos:broadMatch	mesh:D010930	Plague	1.0	semapv:LexicalMatching	leonmap	cosine=0.873713
mondo:0001118	Queensland tick typhus	skos:broadMatch	mesh:D000073605	Spotted Fever Group Rickettsiosis	1.0	semapv:LexicalMatching	leonmap	cosine=0.840409
mondo:0001137	Murray valley encephalitis	skos:broadMatch	mesh:D004671	Encephalitis, Arbovirus	1.0	semapv:LexicalMatching	leonmap	cosine=0.659778
mondo:0001144	partial third-nerve palsy	skos:broadMatch	mesh:D015840	Oculomotor Nerve Diseases	1.0	semapv:LexicalMatching	leonmap	cosine=0.730552
mondo:0001145	total third-nerve palsy	skos:broadMatch	mesh:D015840	Oculomotor Nerve Diseases	1.0	semapv:LexicalMatching	leonmap	cosine=0.749035
mondo:0001146	fourth cranial nerve palsy	skos:broadMatch	mesh:D020432	Trochlear Nerve Diseases	1.0	semapv:LexicalMatching	leonmap	cosine=0.863345
mondo:0001168	spastic hemiplegia	skos:broadMatch	mesh:D006429	Hemiplegia	1.0	semapv:LexicalMatching	leonmap	cosine=0.791398
mondo:0001182	idiopathic corneal edema	skos:exactMatch	mesh:D015715	Corneal Edema	0.91554916	semapv:SemanticSimilarity	leonmap	
mondo:0001225	opioid abuse	skos:broadMatch	mesh:D009293	Opioid-Related Disorders	1.0	semapv:LexicalMatching	leonmap	cosine=0.867553
mondo:0001226	acute contagious conjunctivitis	skos:exactMatch	mesh:D003231	Conjunctivitis	0.94154453	semapv:SemanticSimilarity	leonmap	
mondo:0001235	appendix cancer	skos:broadMatch	mesh:D001063	Appendiceal Neoplasms	1.0	semapv:LexicalMatching	leonmap	cosine=0.876486
mondo:0001257	retinal microaneurysm	skos:broadMatch	mesh:D000071071	Microaneurysm	1.0	semapv:LexicalMatching	leonmap	cosine=0.662582
mondo:0001262	African histoplasmosis	skos:broadMatch	mesh:D006660	Histoplasmosis	1.0	semapv:LexicalMatching	leonmap	cosine=0.912736
mondo:0001275	spinal meningioma	skos:broadMatch	mesh:D008579	Meningioma	1.0	semapv:LexicalMatching	leonmap	cosine=0.648233
mondo:0001281	alternating exotropia	skos:broadMatch	mesh:D005099	Exotropia	1.0	semapv:LexicalMatching	leonmap	cosine=0.951660
mondo:0001290	allergic cutaneous vasculitis	skos:broadMatch	mesh:D018366	Vasculitis, Leukocytoclastic, Cutaneous	1.0	semapv:LexicalMatching	leonmap	cosine=0.913190
mondo:0001299	diabetic autonomic neuropathy	skos:broadMatch	mesh:D003929	Diabetic Neuropathies	1.0	semapv:LexicalMatching	leonmap	cosine=0.747007
mondo:0001303	abnormal pupillary function	skos:broadMatch	mesh:D011681	Pupil Disorders	1.0	semapv:LexicalMatching	leonmap	cosine=0.803206
mondo:0001309	oculomotor nerve paralysis	skos:broadMatch	mesh:D015840	Oculomotor Nerve Diseases	1.0	semapv:LexicalMatching	leonmap	cosine=0.845445
mondo:0001323	infant gynecomastia	skos:broadMatch	mesh:D006177	Gynecomastia	1.0	semapv:LexicalMatching	leonmap	cosine=0.804490
mondo:0001325	penile cancer	skos:broadMatch	mesh:D010412	Penile Neoplasms	1.0	semapv:LexicalMatching	leonmap	cosine=0.955490
mondo:0001336	familial hyperlipidemia	skos:exactMatch	mesh:D006949	Hyperlipidemias	0.93739206	semapv:SemanticSimilarity	leonmap	
mondo:0001361	spontaneous ocular nystagmus	skos:broadMatch	mesh:D009759	Nystagmus, Pathologic	1.0	semapv:LexicalMatching	leonmap	cosine=0.938603
mondo:0001392	monocular exotropia	skos:broadMatch	mesh:D005099	Exotropia	1.0	semapv:LexicalMatching	leonmap	cosine=0.750040
mondo:0001398	ureter benign neoplasm	skos:exactMatch	mesh:D014516	Ureteral Neoplasms	0.91114861	semapv:SemanticSimilarity	leonmap	
mondo:0001422	primary aldosteronism	skos:exactMatch	mesh:D006929	Hyperaldosteronism	0.91429603	semapv:SemanticSimilarity	leonmap	
mondo:0001434	inflammatory spondylopathy	skos:exactMatch	mesh:D013166	Spondylitis	0.90531254	semapv:SemanticSimilarity	leonmap	
mondo:0001452	pseudoretinitis pigmentosa	skos:exactMatch	mesh:C564840	Retinitis Pigmentosa, Late-Adult Onset	0.92137808	semapv:SemanticSimilarity	leonmap	
mondo:0001461	tinea corporis	skos:broadMatch	mesh:D014005	Tinea	1.0	semapv:LexicalMatching	leonmap	cosine=0.863087
mondo:0001464	sigmoid colon cancer	skos:broadMatch	mesh:D012811	Sigmoid Neoplasms	1.0	semapv:LexicalMatching	leonmap	cosine=0.948389
mondo:0001468	synovial plica syndrome	skos:broadMatch	mesh:D013585	Synovitis	1.0	semapv:LexicalMatching	leonmap	cosine=0.805908
mondo:0001490	corneal granular dystrophy	skos:broadMatch	mesh:D003317	Corneal Dystrophies, Hereditary	1.0	semapv:LexicalMatching	leonmap	cosine=0.811611
mondo:0001491	cough variant asthma	skos:broadMatch	mesh:D000096823	Cough-Variant Asthma	1.0	semapv:LexicalMatching	leonmap	cosine=0.890311
mondo:0001493	chronic pulmonary heart disease	skos:exactMatch	mesh:D011660	Pulmonary Heart Disease	0.92033392	semapv:SemanticSimilarity	leonmap	
mondo:0001532	capillariasis	skos:broadMatch	mesh:D017189	Enoplida Infections	1.0	semapv:LexicalMatching	leonmap	cosine=0.837879
mondo:0001540	bagassosis	skos:broadMatch	mesh:D011009	Pneumoconiosis	1.0	semapv:LexicalMatching	leonmap	cosine=0.797797
mondo:0001543	lesion of sciatic nerve	skos:broadMatch	mesh:D020426	Sciatic Neuropathy	1.0	semapv:LexicalMatching	leonmap	cosine=0.805117
mondo:0001548	hepatic coma	skos:broadMatch	mesh:D006501	Hepatic Encephalopathy	1.0	semapv:LexicalMatching	leonmap	cosine=0.898806
mondo:0001583	diabetic polyneuropathy	skos:broadMatch	mesh:D003929	Diabetic Neuropathies	1.0	semapv:LexicalMatching	leonmap	cosine=0.659869
mondo:0001603	paralytic lagophthalmos	skos:broadMatch	mesh:D000092164	Lagophthalmos	1.0	semapv:LexicalMatching	leonmap	cosine=0.783674
mondo:0001604	lagophthalmos	skos:exactMatch	mesh:D000092164	Lagophthalmos	1.0	semapv:LexicalMatching	leonmap	cosine=0.737090
mondo:0001620	louse-borne relapsing fever	skos:broadMatch	mesh:D012061	Relapsing Fever	1.0	semapv:LexicalMatching	leonmap	cosine=0.895814
mondo:0001621	tick-borne relapsing fever	skos:broadMatch	mesh:D012061	Relapsing Fever	1.0	semapv:LexicalMatching	leonmap	cosine=0.831113
mondo:0001623	cicatricial lagophthalmos	skos:broadMatch	mesh:D000092164	Lagophthalmos	1.0	semapv:LexicalMatching	leonmap	cosine=0.806634
mondo:0001625	corpus luteum cyst	skos:broadMatch	mesh:D010048	Ovarian Cysts	1.0	semapv:LexicalMatching	leonmap	cosine=0.926327
mondo:0001630	branch retinal artery occlusion	skos:broadMatch	mesh:D015356	Retinal Artery Occlusion	1.0	semapv:LexicalMatching	leonmap	cosine=0.929500
mondo:0001631	vertebral artery insufficiency	skos:broadMatch	mesh:D014715	Vertebrobasilar Insufficiency	1.0	semapv:LexicalMatching	leonmap	cosine=0.859105
mondo:0001633	central retinal artery occlusion	skos:broadMatch	mesh:D015356	Retinal Artery Occlusion	1.0	semapv:LexicalMatching	leonmap	cosine=0.917538
mondo:0001650	acute cystitis	skos:exactMatch	mesh:D003556	Cystitis	0.93185866	semapv:SemanticSimilarity	leonmap	
mondo:0001655	dissociated nystagmus	skos:broadMatch	mesh:D009759	Nystagmus, Pathologic	1.0	semapv:LexicalMatching	leonmap	cosine=0.733084
mondo:0001658	nontoxic goiter	skos:exactMatch	mesh:D006042	Goiter	0.90264368	semapv:SemanticSimilarity	leonmap	
mondo:0001697	reading disorder	skos:broadMatch	mesh:D004410	Dyslexia	1.0	semapv:LexicalMatching	leonmap	cosine=0.886743
mondo:0001699	tinea manuum	skos:broadMatch	mesh:C000656824	tinea manus	1.0	semapv:LexicalMatching	leonmap	cosine=0.855651
mondo:0001748	maxillary sinus carcinoma	skos:exactMatch	mesh:D008444	Maxillary Sinus Neoplasms	0.94076431	semapv:SemanticSimilarity	leonmap	
mondo:0001773	post-vaccinal encephalitis	skos:broadMatch	mesh:D004673	Encephalomyelitis, Acute Disseminated	1.0	semapv:LexicalMatching	leonmap	cosine=0.937271
mondo:0001778	dermoid cyst of skin	skos:exactMatch	mesh:D003884	Dermoid Cyst	0.91561818	semapv:SemanticSimilarity	leonmap	
mondo:0001793	excessive tearing	skos:exactMatch	mesh:D007766	Lacrimal Apparatus Diseases	0.92417026	semapv:SemanticSimilarity	leonmap	
mondo:0001825	squamous papilloma	skos:exactMatch	mesh:D010212	Papilloma	0.90533268	semapv:SemanticSimilarity	leonmap	
mondo:0001827	white piedra	skos:broadMatch	mesh:D010854	Piedra	1.0	semapv:LexicalMatching	leonmap	cosine=0.827716
mondo:0001847	nuclear senile cataract	skos:exactMatch	mesh:C563333	Cataract, Age-Related Nuclear	0.91033477	semapv:SemanticSimilarity	leonmap	
mondo:0001868	primary angle-closure glaucoma	skos:exactMatch	mesh:D015812	Glaucoma, Angle-Closure	0.90067536	semapv:SemanticSimilarity	leonmap	
mondo:0001873	geniculate ganglionitis	skos:broadMatch	mesh:D005155	Facial Nerve Diseases	1.0	semapv:LexicalMatching	leonmap	cosine=0.855243
mondo:0001879	anus cancer	skos:broadMatch	mesh:D001005	Anus Neoplasms	1.0	semapv:LexicalMatching	leonmap	cosine=0.955957
mondo:0001896	obstructive hydrocephalus	skos:broadMatch	mesh:D006849	Hydrocephalus	1.0	semapv:LexicalMatching	leonmap	cosine=0.749321
mondo:0001902	congenital agammaglobulinemia	skos:broadMatch	mesh:C537409	Bruton type agammaglobulinemia	1.0	semapv:LexicalMatching	leonmap	cosine=0.628888
mondo:0001907	adult dermatomyositis	skos:exactMatch	mesh:C538250	Amyopathic dermatomyositis	0.90365291	semapv:SemanticSimilarity	leonmap	
mondo:0001957	critical illness polyneuropathy	skos:broadMatch	mesh:D011115	Polyneuropathies	1.0	semapv:LexicalMatching	leonmap	cosine=0.732716
mondo:0001998	Foster-Kennedy syndrome	skos:broadMatch	mesh:D009901	Optic Nerve Diseases	1.0	semapv:LexicalMatching	leonmap	cosine=0.739811
mondo:0001999	idiopathic pulmonary arterial hypertension	skos:broadMatch	mesh:D065627	Familial Primary Pulmonary Hypertension	1.0	semapv:LexicalMatching	leonmap	cosine=0.823957
mondo:0002022	disorder of orbital region	skos:exactMatch	mesh:D009916	Orbital Diseases	0.90928853	semapv:SemanticSimilarity	leonmap	
mondo:0002030	chronic cervicitis	skos:exactMatch	mesh:D002575	Uterine Cervicitis	0.93524283	semapv:SemanticSimilarity	leonmap	
mondo:0002032	colon carcinoma	skos:exactMatch	mesh:D003110	Colonic Neoplasms	0.91965306	semapv:SemanticSimilarity	leonmap	
mondo:0002033	cecum cancer	skos:exactMatch	mesh:D002430	Cecal Neoplasms	0.90064049	semapv:SemanticSimilarity	leonmap	
mondo:0002038	head and neck carcinoma	skos:exactMatch	mesh:D006258	Head and Neck Neoplasms	0.92217988	semapv:SemanticSimilarity	leonmap	
mondo:0002045	communicating hydrocephalus	skos:broadMatch	mesh:D006849	Hydrocephalus	1.0	semapv:LexicalMatching	leonmap	cosine=0.739292
mondo:0002048	thrombocytopenia due to immune destruction	skos:exactMatch	mesh:D016553	Purpura, Thrombocytopenic, Idiopathic	0.9035396	semapv:SemanticSimilarity	leonmap	
mondo:0002065	benign breast adenomyoepithelioma	skos:exactMatch	mesh:D055331	Adenomyoepithelioma	0.90171325	semapv:SemanticSimilarity	leonmap	
mondo:0002082	endocrine gland neoplasm	skos:broadMatch	mesh:D004701	Endocrine Gland Neoplasms	1.0	semapv:LexicalMatching	leonmap	cosine=0.899874
mondo:0002086	clear cell acanthoma	skos:broadMatch	mesh:D049309	Acanthoma	1.0	semapv:LexicalMatching	leonmap	cosine=0.898436
mondo:0002087	peritoneum cancer	skos:exactMatch	mesh:D010534	Peritoneal Neoplasms	0.92645848	semapv:SemanticSimilarity	leonmap	
mondo:0002099	Histoplasma capsulatum infectious disease	skos:exactMatch	mesh:D006660	Histoplasmosis	0.90856999	semapv:SemanticSimilarity	leonmap	
mondo:0002113	peritoneal carcinoma	skos:exactMatch	mesh:D010534	Peritoneal Neoplasms	0.90011007	semapv:SemanticSimilarity	leonmap	
mondo:0002128	mononeuritis multiplex	skos:broadMatch	mesh:D020422	Mononeuropathies	1.0	semapv:LexicalMatching	leonmap	cosine=0.638470
mondo:0002158	fallopian tube cancer	skos:broadMatch	mesh:D005185	Fallopian Tube Neoplasms	1.0	semapv:LexicalMatching	leonmap	cosine=0.903469
mondo:0002232	nasal cavity disorder	skos:exactMatch	mesh:D009668	Nose Diseases	0.903301	semapv:SemanticSimilarity	leonmap	
mondo:0002250	basilar artery insufficiency	skos:broadMatch	mesh:D014715	Vertebrobasilar Insufficiency	1.0	semapv:LexicalMatching	leonmap	cosine=0.843361
mondo:0002271	colon adenocarcinoma	skos:broadMatch	mesh:D003110	Colonic Neoplasms	1.0	semapv:LexicalMatching	leonmap	cosine=0.862025
mondo:0002299	glomangioma	skos:broadMatch	mesh:D005918	Glomus Tumor	1.0	semapv:LexicalMatching	leonmap	cosine=0.891317
mondo:0002303	central retinal vein occlusion	skos:broadMatch	mesh:D012170	Retinal Vein Occlusion	1.0	semapv:LexicalMatching	leonmap	cosine=0.880406
mondo:0002326	alcohol-induced mental disorder	skos:exactMatch	mesh:D020751	Alcohol-Induced Disorders	0.9017275	semapv:SemanticSimilarity	leonmap	
mondo:0002327	intracranial cavernous angioma	skos:exactMatch	mesh:C536610	Familial cerebral cavernous malformation	0.91278911	semapv:SemanticSimilarity	leonmap	
mondo:0002341	granulomatous angiitis	skos:broadMatch	mesh:D020293	Vasculitis, Central Nervous System	1.0	semapv:LexicalMatching	leonmap	cosine=0.651461
mondo:0002342	chondromalacia	skos:broadMatch	mesh:D002357	Cartilage Diseases	1.0	semapv:LexicalMatching	leonmap	cosine=0.950827
mondo:0002352	larynx cancer	skos:broadMatch	mesh:D007822	Laryngeal Neoplasms	1.0	semapv:LexicalMatching	leonmap	cosine=0.936316
mondo:0002370	ovarian Brenner tumor	skos:broadMatch	mesh:D001948	Brenner Tumor	1.0	semapv:LexicalMatching	leonmap	cosine=0.881907
mondo:0002379	cystic teratoma	skos:broadMatch	mesh:D013724	Teratoma	1.0	semapv:LexicalMatching	leonmap	cosine=0.736804
mondo:0002382	benign mesenchymoma	skos:exactMatch	mesh:D008637	Mesenchymoma	0.90367091	semapv:SemanticSimilarity	leonmap	
mondo:0002399	tenosynovial giant cell tumor, localized type	skos:exactMatch	mesh:D000070779	Giant Cell Tumor of Tendon Sheath	0.92695516	semapv:SemanticSimilarity	leonmap	
mondo:0002419	transient tic disorder	skos:broadMatch	mesh:D013981	Tic Disorders	1.0	semapv:LexicalMatching	leonmap	cosine=0.834937
mondo:0002444	melancholia	skos:broadMatch	mesh:D003866	Depressive Disorder	1.0	semapv:LexicalMatching	leonmap	cosine=0.774815
